lat,long,mag
65.4648,-144.7838,2
19.40533333,-155.2753333,0.27
19.40166667,-155.2871667,0.21
50.9701,-178.4893,3
62.3445,-149.1076,1.3
62.3373,-149.1193,1.7
19.39533333,-155.2716667,0.25
38.7581667,-122.7378333,0.4
32.7165,-115.5441667,1.46
19.40166667,-155.274,0.57
19.18033409,-155.4918365,1.86000001
32.694,-115.5335,1.7
38.8161659,-122.8209991,0.42
19.40933333,-155.2668333,0.38
61.33533333,-152.218,-0.36
26.0049,128.5276,4.9
38.7806664,-122.754837,0.77
38.8196667,-122.805,1.22
19.40033333,-155.2776667,0.21
62.3657,-149.1251,3.3
44.67883333,-114.3435,1.05
35.7581667,-120.2911667,1.01
33.5276667,-116.7451667,0.69
31.70461766,-104.1509622,2.1
19.39883333,-155.2836667,0.25
19.4035,-155.2726667,0.29
61.1892,-147.1155,1.1
32.7163333,-115.5468333,1.6
38.8216667,-122.8040009,0.74
19.41633333,-155.265,0.48
61.838,-147.3773,1.6
-21.6403,-173.7758,4.4
38.8186667,-122.806,2.35
33.0345,-115.9985,1.18
19.41066667,-155.2843333,2.25
19.40983333,-155.2861667,2.12
-10.3619,120.1779,4.4
19.403,-155.2906667,0.26
19.40833333,-155.286,0.42
64.9866,-147.3344,1.3
34.9468333,-116.7188333,1.78
32.6926667,-115.5318333,1.76
65.4316,-148.0297,0.6
19.4175,-155.324,0.69
32.7103333,-115.5403333,2.54
19.40766667,-155.2855,0.47
19.41349983,-155.2774963,1.8
61.1138,-153.9478,1
19.418,-155.3258333,0.69
32.7013333,-115.5325,3.02
39.2533333,-123.2836667,1.08
-18.3837,-177.6201,4.3
56.8361,-158.0563,2.2
19.41516667,-155.3126667,0.7
53.5126,-163.3711,2.5
63.2841,-151.5493,1
45.4165,-112.1053333,0.85
38.0756667,-118.794,2.02
19.41833333,-155.3221667,1.57
44.588,-122.8001667,1.4
32.7108333,-115.54,2.11
38.8101667,-122.826,0.18
35.6043333,-117.4891667,0.49
69.5716,-144.1421,1.9
19.41783333,-155.3211667,2.89
19.51099968,-155.6564941,2.97
36.9798333,-121.6463333,1.58
41.5161667,-112.3233333,0.53
60.3333,-152.4792,1.1
19.4185,-155.3226667,1.67
32.6961667,-115.5358333,1.73
19.41966667,-155.3231667,2.55
36.27966667,-89.48033333,2.49
58.18416667,-155.3005,-0.35
13.2167,50.98,4.7
31.67332839,-104.3695902,2.5
38.8050003,-122.7771683,1.08
37.1988,-104.7475,2.6
61.6812,-150.3173,1.2
55.1006,-163.0802,2.7
19.40533333,-155.2861667,0.48
19.403,-155.2845,0.41
33.5255,-116.47,0.61
19.40516667,-155.2825,0.61
32.6893333,-115.524,1.97
63.0396,-147.9679,0.7
32.7256667,-115.5505,1.36
33.3873333,-116.9008333,0.93
54.6986,-157.8211,3.3
19.4145,-155.29,0.23
19.40133333,-155.2723333,0.31
19.47933333,-155.8951667,1.21
38.7983322,-122.7223358,0.42
32.7033333,-115.5333333,2.16
19.42083333,-155.324,0.51
19.4105,-155.285,0.48
39.5971667,-120.4143333,2.21
61.1922,-146.9482,1.4
32.7143333,-115.547,2.06
60.2912,-153.039,1.6
32.7186667,-115.5365,1.46
59.9101,-152.7842,2.1
59.3626,-151.2827,1.6
32.698,-115.5263333,1.36
32.7158333,-115.5458333,2.35
53.4808,-165.4679,1.7
40.7396667,-122.4736667,1.99
58.22016667,-155.1073333,-0.34
32.7055,-115.5376667,1.57
33.0275,-115.9405,0.8
32.7088333,-115.5345,1.5
32.703,-115.5378333,1.82
32.7211667,-115.5455,2
60.9511,-150.8502,1.3
53.921,-166.6758333,0.4
32.688,-115.5233333,1.3
58.16733333,-155.3515,-0.26
32.7095,-115.5305,1.57
32.6918333,-115.5268333,1.54
32.6961667,-115.5261667,1.57
32.7001667,-115.5325,1.44
32.6921667,-115.5293333,1.34
32.7151667,-115.5418333,1.88
32.7011667,-115.536,1.55
34.974,-119.2225,0.94
32.715,-115.5451667,1.6
38.5185,-119.4486,0.5
32.7065,-115.537,1.98
32.6933333,-115.5236667,1.66
32.7066667,-115.525,1.68
63.5827,-150.6941,0.9
32.6906667,-115.5391667,2.1
32.7018333,-115.53,1.82
32.7083333,-115.5386667,1.63
40.1028,-120.9623,1.5
32.7428333,-115.5283333,1.71
58.16166667,-155.2996667,-0.09
32.702,-115.5333333,1.91
32.7056667,-115.5381667,1.81
32.7111667,-115.5471667,3.21
32.711,-115.5448333,4.1
39.2553333,-123.287,1.06
38.7966652,-122.7646637,1.1
19.42183304,-155.2741699,1.87
45.408,-112.0905,1.2
51.593,-177.4962,2.4
52.2675,-174.1705,0.53
40.1586,-121.0357,0.9
38.8153343,-122.8241653,0.84
63.424,-151.3826,1.2
55.1702,-159.5347,2
41.4721,-106.7741,2.5
31.6797943,-104.4006021,2.2
59.6458,-152.454,1.2
58.16783333,-155.3475,-0.13
38.8160019,-122.7623367,0.82
32.6965,-115.534,1.31
60.2494,-141.3596,1.4
57.626,-156.6144,2
53.857,-166.803,0.63
19.41166687,-155.3294983,1.73000002
33.8221667,-116.986,0.69
53.7518,-165.5235,1.7
61.2738,-147.7274,1.4
47.11383333,-119.3363333,0.82
38.8148346,-122.824501,0.79
38.815834,-122.8251648,0.89
61.2316,-147.573,1.4
32.7048333,-115.542,1.83
38.5877,-119.4519,1
58.25566667,-155.0733333,-0.5
34.1413333,-116.5961667,1.39
36.5901667,-121.1983333,2.32
64.3316,-148.1863,1
17.944,-66.95816667,2.63
17.92166667,-66.9485,2.27
61.4411,-150.0002,2
17.941,-66.94733333,2.77
59.246,-136.1697,2.6
19.19199944,-155.3858337,1.93
38.8338318,-122.8148346,1.14
37.6458333,-118.9471667,0.78
37.6563333,-118.9431667,-0.01
58.1933,-155.3649,0.9
37.6503333,-118.9438333,0.18
35.93516667,-97.84233333,1.04
47.94683333,-122.8105,1.4
37.3806667,-121.7271667,2.11
37.3735,-121.7296667,2.32
37.4183333,-121.7745,1.91
33.2948333,-116.74,1.26
61.9324,-154.0464,1
19.19533333,-155.3821667,2.91
45.42016667,-112.0988333,1.02
45.42333333,-112.0986667,0.85
38.8353333,-122.8063333,-0.27
33.1358333,-116.6358333,0.47
56.84866667,-158.1085,1.31
53.86683333,-166.5485,0.13
52.5098,-169.1509,2.2
17.9605,-66.94533333,2.54
59.9055,-151.5956,1.2
62.8445,-150.9013,1.4
32.7048333,-115.5406667,1.21
19.50466728,-155.2918396,1.82000005
60.0724,-152.6423,1.2
37.4195,-121.7735,1.24
32.6945,-115.5335,1.52
32.713,-115.5481667,1.41
32.8321667,-115.6061667,1.01
60.4403,-151.0038,1.1
37.1706,-115.2064,1.7
33.597,-116.8161667,0.88
36.25066667,-89.4495,1.68
32.7133333,-115.5443333,1.75
38.7738333,-122.724,0.92
38.7743333,-122.7223333,0.73
59.9728,-149.2308,1.3
41.1998333,-111.5806667,0.81
59.7907,-141.4261,1.4
37.4185,-121.774,1.53
32.11578369,-102.1857136,1.7
34.7055,-120.2793333,1.1
35.8876667,-117.6845,0.61
56.9153,-158.1143,2.8
35.538,-117.4615,0.78
17.97916667,-66.83366667,2.28
-56.2996,-27.0795,4.3
60.03883333,-153.0661667,-0.75
-61.6857,160.6479,4.5
51.6055,178.6668,3.6
33.3476667,-116.2278333,1.26
66.1714,-140.8883,1.6
36.406,-89.47366667,2.21
32.6775,-115.5156667,1.45
56.914,-158.1768333,1.24
-21.7418,174.0973,4.4
61.7098,-149.6817,1.4
53.8758,-163.5875,2.2
32.704,-115.542,1.27
53.90216667,-166.9555,0.47
19.1345005,-155.468338,1.89999998
17.96183333,-66.86883333,2.32
51.5194,-178.363,3.2
32.7021667,-115.5371667,1.34
58.1635,-155.3233333,-0.34
38.831665,-122.817337,1.05
31.33411049,-103.4470644,1.7
52.0525,-171.7328,2.7
-5.1566,153.4165,5.1
17.9735,-66.9455,2.04
37.2503333,-113.5825,0.77
36.9281667,-121.5861667,1.22
33.6046667,-116.8781667,0.36
60.1513,-152.5053,1.8
38.8059998,-122.8143311,1.09
64.4997,-152.4108,1.4
33.4041667,-116.3855,0.76
57.8486,-156.1578,2
52.31133333,-174.1441667,0.39
61.2749,-147.7097,1.2
59.9998,-151.2185,1.2
58.18566667,-155.2701667,-0.67
35.9731667,-117.7806667,1.11
60.1125,-152.9844,1.8
35.973,-117.7745,1.55
51.5075,-175.9165,1.7
-21.4421,-177.3054,4.3
39.5615,-123.3676667,1.12
46.8415,-121.7645,0.17
63.1638,-149.4191,0.9
46.84433333,-121.7645,0.31
17.9545,-66.8355,2.19
46.84583333,-121.7636667,0.63
46.84233333,-121.7636667,1.6
60.1075,-139.5392,1.4
32.7101667,-115.5433333,1.7
38.7876663,-122.7683334,0.8
19.18199921,-155.4734955,2.14
46.8455,-121.7635,1.44
38.5559,-119.4316,1.2
-61.3658,159.082,4.4
58.2524,-155.1438,0.7
53.3596,-167.2641,1.5
62.7863,-148.433,1
34.6831667,-116.2831667,1.43
26.0359,128.3524,4.4
36.03383333,-89.8455,1.58
58.21033333,-155.1005,0.07
8.1481,94.0315,4.3
-52.5009,140.3013,5.1
61.5754,-148.0889,1.5
37.523,-118.8296667,0.6
37.6175,-122.4633333,0.56
58.174,-155.3243333,-0.52
33.4755,-116.4428333,0.64
59.7259,-152.306,1.3
32.7085,-115.54,2.3
63.4706,-151.1352,1.1
33.466,-116.8763333,0.43
62.8532,-143.4576,2.6
61.31966667,-152.1708333,-0.63
33.7108333,-116.8161667,0.7
59.7745,-152.9825,1.4
52.1496,-167.9465,2.3
36.7235,-121.4058333,0.84
61.1089,-150.072,1.1
37.6478333,-118.9471667,0.12
25.9914,128.5948,4.4
59.2681,-144.962,1.8
26.0178,128.5366,4.6
37.6478333,-118.944,0.3
37.2091,-115.2263,1
51.6375,178.6655,2.9
59.3072,-145.0407,3.6
25.9777,128.5998,4.7
36.9316667,-121.5856667,0.47
37.6536667,-118.9416667,0.19
55.5881,-158.9915,2.1
60.6448,-151.0443,1.3
32.7,-115.5405,1.52
61.123,-149.5129,1.1
34.4285,-119.8385,1.3
59.7675,-150.6737,1.9
33.3038333,-116.7928333,0.41
33.3995,-116.3685,0.68
61.2368,-147.6205,1.2
51.84583333,-178.0831667,1.32
51.2767,-178.1033,1.7
60.04616667,-153.0825,-0.41
17.93433333,-66.9655,2.2
-4.8421,133.8211,4.6
37.4967,-115.3623,0.9
61.1612,-152.2841,0.6
56.968,-155.1323,1.7
61.6665,-151.3949,1.2
38.8315,-122.8141667,1.75
58.3502,-150.6288,1.8
60.2108,-139.7169,1.2
38.0984,36.4408,4.5
51.85166667,-178.0761667,1.6
60.392,-152.5292,1.3
33.5035,-116.7715,0.63
60.4167,-150.9788,1.1
62.6567,-148.9918,1
38.8366661,-122.7911682,1.09
61.3585,-140.0641,1.1
31.69529548,-104.4195878,2.1
38.565,-119.537,1.2
61.9727,-148.7863,0.8
18.005,-67.05033333,2.04
58.24416667,-155.0766667,-0.54
60.00033333,-153.1261667,-0.98
19.39649963,-155.2511597,1.87
19.38866615,-155.2811737,1.77
36.614,-116.2682,-0.1
59.8072,-148.1411,1.8
32.694,-115.5381667,1.29
60.1662,-152.6518,2.3
38.8178329,-122.8219986,1.07
51.851,-178.0865,1.44
-14.7983,167.4557,4.4
51.8535,-178.0883333,1.14
60.6526,-150.0962,1.3
39.2608,-120.3886,0.8
-41.3044,174.5182,3.4
-50.0964,115.5072,4.9
63.3608,-149.3593,0.8
35.657,-117.4908333,1
32.7025,-115.5371667,1.31
36.8535,-112.6025,1.18
58.28216667,-154.9705,-0.54
37.611,-122.4605,0.49
33.511,-116.4558333,1.2
38.8198318,-122.8238297,0.63
32.7045,-115.5393333,1.71
61.6375,-152.04,1.4
53.5057,-165.3338,1.6
65.8849,-174.5099,2.8
-7.1127,129.8109,4.3
36.6991,-116.2823,-0.5
53.4849,-165.3268,1.7
61.3155,-146.8227,1.5
32.7118333,-115.5465,1.96
58.2545,-155.0751667,-0.24
38.8474998,-122.8170013,0.26
60.3105,-143.1408,1.1
32.6921667,-115.5318333,1.73
59.5098,-152.6915,2
58.23083333,-155.1326667,-0.49
32.685,-115.5296667,1.44
32.00999212,-103.8028178,2.3
36.0616667,-117.4993333,1.05
32.00814865,-103.8055143,2
38.840332,-122.8376694,1.08
32.6771667,-115.5216667,1.34
38.826,-122.8151667,0.33
38.7885017,-122.7768326,1.08
38.7891667,-122.775,1.23
38.7886658,-122.7766647,0.74
32.7026667,-115.5366667,2.86
32.7021667,-115.5351667,2.46
32.7096667,-115.5401667,2.37
32.7076667,-115.5408333,2.25
60.3429,-147.8193,1.4
18.96833333,-67.10966667,3.18
33.3845,-116.9035,1.5
19.39316667,-155.2788333,0.38
60.2863,-143.0665,1.2
60.3469,-141.106,1.1
38.8343315,-122.8079987,1.09
32.7045,-115.5388333,2.6
35.8313333,-117.6553333,0.62
51.852,-178.0743333,1.13
62.0395,-150.0414,1.1
60.611,-152.6613333,-0.4
61.7771,-149.6127,2
32.696,-115.5303333,1.32
49.977,-176.287,2.7
59.8624,-153.3195,1.8
59.8563,-150.6776,2.7
19.25833321,-155.3763275,1.98
59.6554,-152.097,1.6
32.7001667,-115.5341667,1.72
35.8345,-117.6705,0.88
61.667,-149.6656,1.2
33.5181667,-117.6525,0.95
61.2995,-151.2315,0.9
31.68252359,-104.4049337,2.1
19.3955,-155.283,1.19
19.40616667,-155.264,0.41
35.957,-120.5108333,0.83
47.70116667,-121.9135,1.55
19.388,-155.2703333,0.64
19.3265,-155.2646667,0.74
19.41416667,-155.2736667,1.12
51.4739,-177.0477,2.1
61.2606,-150.3692,1.4
46.99366667,-111.8728333,1.04
18.8606,-67.6975,3.51
19.4055,-155.287,2.04
63.2013,-150.6757,1.3
37.2838333,-121.6593333,0.98
31.67926063,-104.4119028,1.9
32.6833333,-115.5196667,1.53
35.81033333,-97.86716667,1.43
32.8308333,-115.6976667,1.04
59.9692,-152.5899,1.4
45.09383333,-111.7355,0.92
54.7379,-157.8701,3.1
19.11683273,-155.4166718,2.43
38.8320007,-122.8195038,0.97
38.8315,-122.8191667,0.14
52.24983333,-174.1033333,0.25
52.9363,-167.3877,1.9
32.703,-115.5433333,1.86
44.7771667,-110.8468333,0.55
46.88383333,-112.5253333,0.99
60.002,-151.29,1.6
64.8542,-163.7581,1.9
61.34416667,-152.2183333,-0.5
38.8153343,-122.8303299,0.85
59.3619,-151.2817,1.5
2.5229,96.6459,4.8
49.8513,-176.2481,2.8
32.703,-115.5426667,1.84
-8.7282,118.9796,5
65.0256,-147.0478,1.2
44.8095,-110.9673333,0.51
36.2897,-115.3449,1.5
58.18033333,-155.3116667,-0.23
32.6971667,-115.5381667,1.87
32.7131667,-115.5433333,1.54
34.5015,-119.3948333,2.17
41.6045,-124.1791667,2.3
32.6983333,-115.5433333,1.39
61.2264,-142.0591,0.7
63.5322,-147.1674,0.8
34.48166667,-97.22433333,1.21
8.2418,94.1163,4.9
32.7031667,-115.5415,2.02
37.4291667,-113.1266667,2.36
37.4303333,-113.1248333,1.81
51.1487,178.4825,2.5
19.19783401,-155.4798279,2
51.8827,-173.1178,2.3
38.7172,-118.8082,1.1
33.8828333,-116.8535,0.74
37.6153333,-122.456,0.61
-23.2392,-179.7446,4.6
19.14649963,-155.3613281,1.83
37.6073333,-122.459,0.35
58.1895,-155.2688333,0.23
58.1875,-155.2715,0.33
53.8579,-163.9964,2
51.854,-178.0895,0.79
46.99016667,-111.9083333,1.21
55.1788,-157.6652,2.4
60.8997,-151.3746,1.1
44.8066667,-110.9711667,2.25
33.4513333,-116.5816667,1.03
32.9086667,-116.4713333,0.7
45.328,-112.5408333,0.47
34.198,-117.4486667,0.97
39.29,-123.2855,1.88
58.3958,-151.962,1.8
-4.9823,133.6209,4.4
54.9921,-157.6485,2.7
34.231,-117.5053333,1.55
32.7055,-115.5411667,2.07
19.12733269,-155.3918304,2.3
19.13616753,-155.3623352,2.29
-4.7721,133.9643,5.5
67.3639,-156.0134,1
54.6545,-161.3123,2.2
62.619,-151.7529,1.2
33.6899,140.6372,4.4
63.0699,-150.5942,2.1
57.2935,-155.4654,2.8
33.6621667,-116.7518333,1.36
38.8173332,-122.822998,0.64
32.6975,-115.5353333,1.31
60.05366667,-153.0916667,-0.65
38.8181648,-122.8218307,1.02
54.5305,-164.6961667,0.07
38.2245,-117.7683,1.4
51.7891,-175.6242,1.6
49.20216667,-120.8781667,2.25
49.1893,-120.8133,3.4
63.1433,-151.334,1.2
32.6965,-115.5381667,1.84
61.6185,-150.7111,1.2
32.7006667,-115.536,2.06
60.04,-153.0661667,-0.76
19.16516685,-155.4855042,2.24
61.4359,-146.6972,1.9
58.17283333,-155.2831667,-0.25
63.0347,-150.61,1.1
19.4066658,-155.2805023,1.81
58.257,-155.0993333,-0.5
33.4711667,-116.5661667,-0.17
19.41799927,-155.263504,1.73
33.0636667,-114.9983333,1.39
59.9635,-152.7704,1.8
13.6707,120.6881,5.2
61.1904,-146.7956,1.3
31.59439791,-104.228254,1.7
19.15116667,-155.4648333,1.77
60.3693,-148.8727,1.2
38.7101,-118.8188,1
32.7093333,-115.5415,1.5
61.2629,-147.073,1.3
34.777,-118.9181667,1.3
38.8195,-122.8228333,1.11
38.7901667,-122.768,0.44
62.1177,-151.4692,1.2
38.713,-118.8104,1.6
58.166,-155.357,-0.54
54.6322,-159.7242,2
60.2529,-152.795,1.8
46.861,-121.759,0.27
38.7156,-118.8126,1.6
38.7202,-118.8095,1.5
-15.2641,167.3642,4.6
38.7224,-118.8094,1.7
19.38033333,-155.2873333,0.36
60.4881,-150.3795,1.5
36.5755,-121.1366667,1.93
55.2311,-160.1134,2.8
33.5171667,-116.4586667,0.69
44.68333333,-111.8931667,0.8
31.63685163,-104.2818306,2.2
32.6986667,-115.5333333,2.69
-20.998,-68.6517,4.4
60.0097,-141.2231,1.5
38.8218346,-122.7641678,1.06
46.85366667,-121.758,0.14
32.6996667,-115.5338333,2.54
32.7,-115.535,1.66
32.6991667,-115.5315,1.91
19.15166664,-155.466507,1.96
-24.9922,178.6837,4.5
56.1793,-148.5165,3.2
37.202,-121.5963333,1.18
59.4646,-152.5834,1.4
58.246,-155.0758333,-0.06
-4.8192,133.8044,4.3
54.7385,-164.0808333,1.02
53.5303,-159.9952,2.8
35.3058333,-118.5391667,1.63
52.8956,-173.4661,3.2
58.17933333,-155.3573333,-0.58
58.215,-155.1015,-0.39
38.7815018,-122.7638321,0.73
51.9037,-175.1008,1.9
62.4504,-151.4546,1.3
31.71453461,-104.2797399,1.7
51.9055,-176.0105,2
19.19433403,-155.4133301,1.79999995
58.18066667,-155.3576667,0.32
19.265,-155.4118333,1.87
33.5171667,-116.5613333,0.51
31.60747235,-104.0841808,2.3
38.8348333,-122.8068333,1.33
19.39866667,-155.2638333,0.27
19.39516667,-155.281,0.18
56.1421,-149.7974,2.8
58.232,-155.1346667,0
33.9661667,-116.8325,0.52
38.8334999,-122.8044968,0.95
19.39933333,-155.2761667,0.43
19.40433333,-155.267,0.37
36.9645,-116.4629,-0.3
32.762,-116.4808333,0.77
19.392,-155.278,0.23
33.4878333,-116.48,0.23
62.9228,-151.3029,1.8
51.4609,-176.1142,1.8
19.39966667,-155.2743333,0.22
38.8136673,-122.8286667,0.64
30.90557296,-103.49376,2.2
19.40866667,-155.2856667,0.24
62.0861,-150.213,1.6
61.6853,-141.773,1.4
60.9361,-147.5226,1.2
45.84833333,-112.0366667,0.74
57.05983333,-158.3186667,0.96
60.6107,-151.1404,1.8
32.6881667,-115.5301667,1.47
31.61627471,-104.2628418,2.5
36.9739,-116.4647,0.6
54.5467,-160.6947,2.1
38.8260002,-122.7983322,0.87
58.25166667,-155.094,-0.38
66.0599,-174.126,3.6
61.9657,-150.5144,0.9
25.973,128.5989,4.4
32.688,-115.5218333,1.27
39.0614,-118.0836,0.2
12.7379,-88.6489,4.2
33.1963333,-116.0095,0.79
32.6893333,-115.5345,1.7
32.703,-115.537,2.42
59.3074,-153.0228,2.4
34.183,-117.4163333,0.87
39.3955,-117.8757,0
62.888,-148.5857,1.2
58.16616667,-155.3748333,-0.46
33.4996667,-116.4886667,0.16
33.4973333,-116.4936667,0.53
-20.7528,-178.7717,4.2
58.1885,-155.2663333,-0.05
63.1138,-150.6881,2.6
32.7048333,-115.5368333,1.59
62.7733,-148.7859,1
58.17766667,-155.3151667,-0.32
33.7108333,-116.7578333,0.67
35.4983333,-118.389,0.89
18.01316667,-66.9615,2.05
38.8395,-122.8253333,0.44
63.1587,-150.9025,1.2
61.0394,-147.218,1.4
33.7691667,-116.9335,0.34
58.1922,-155.2738,1
65.424,-144.8548,0.9
32.692,-115.528,1.41
63.8546,-148.8074,1.1
38.7821655,-122.7628326,0.72
32.7013333,-115.525,1.61
58.17866667,-155.3425,0.02
58.1781,-155.3833,1.1
32.6955,-115.5318333,1.07
32.691,-115.5246667,1.59
33.5291667,-116.9528333,0.27
54.5498,-159.7001,2
53.2508,-165.9696,1.6
69.4851,-143.8134,1.5
63.2987,-149.4381,0.9
61.0322,-147.076,1.4
54.75783333,-164.1015,0.4
37.665,-118.8071667,0.19
58.1825,-155.3016667,-0.33
36.0323333,-120.6033333,0.55
51.85766667,-178.0855,1.12
-4.7649,133.8971,5.7
51.8557,-178.069,1.6
18.04416667,-66.78816667,2.11
63.2515,-150.4944,1.4
47.7005,-120.2691667,-0.03
61.7127,-151.6565,1.3
19.4355,-155.0208333,0.81
65.0909,-148.7467,1.1
38.787,-122.721,1.19
33.1833333,-116.0278333,2.07
13.9242,-90.9972,4.3
17.94516667,-66.92683333,1.94
66.1255,-150.5364,1.4
32.697,-115.5268333,1.14
32.692,-115.5271667,1.26
58.19116667,-155.2875,-0.3
58.1915,-155.2698333,-0.58
19.40850067,-155.2575073,1.78999996
65.459,-144.8323,1
32.6945,-115.5278333,2.42
17.94316667,-66.9275,2.53
38.8218346,-122.8515015,0.76
61.9612,-148.8676,1.1
31.65757734,-104.2739176,2.7
39.3852,-118.1028,0.2
42.0108,142.6398,4.4
37.5003333,-121.6266667,0.96
62.5972,-151.2363,1.7
53.303,-166.0646,1.6
36.5853333,-121.1245,0.99
62.0305,-150.7349,1.5
39.6172,-120.072,0.2
38.8345,-122.7985,0.41
55.2676,-159.0434,2.1
18.02483333,-66.77616667,2.07
32.7088333,-115.5331667,1.77
32.6856667,-115.5218333,1.27
32.6966667,-115.5248333,1.35
19.59783333,-155.0216667,1.73
34.4633333,-119.2053333,0.72
-25.2811,178.4506,4.9
32.6875,-115.522,1.22
32.7011667,-115.5356667,1.45
32.6883333,-115.5255,1.61
61.5544,-146.6294,1.4
18.0265,-66.78183333,2.95
-4.8568,153.4088,4.5
19.4224,-108.4698,4.5
32.7048333,-115.5343333,3.16
40.4418333,-124.3825,1.68
58.18116667,-155.3071667,-0.1
53.2713,-166.055,1.6
17.895,-66.85016667,2.11
37.1808333,-117.4753333,2.91
56.87516667,-158.1223333,1.08
52.4018,-169.8694,2.2
34.2386667,-116.4595,0.74
56.9404,-154.3435,1.8
38.9091,-119.546,1
40.2631667,-123.6061667,2.03
38.8443336,-122.8276672,0.58
33.942,-117.0205,1.04
64.3571,-137.6332,3.4
58.16866667,-155.3371667,-0.34
33.715,-116.7481667,0.56
51.4399,-176.2854,1.5
40.9565,-122.182,1.61
-24.8007,178.5468,4
36.4652,-115.7667,0.8
38.8326683,-122.7926636,1.07
58.177,-155.3556667,-0.25
61.6372,-150.8001,0.9
31.67138095,-104.3867992,2.4
32.043,140.8457,4.5
36.1028,36.0439,4.1
55.3038,-159.7018,3.4
38.4665,-112.7913333,-0.13
62.9822,-149.1493,0.9
-24.9274,178.5471,4.5
62.6076,-151.3664,1.1
65.3748,-144.6727,1
18.02816667,-66.775,2.09
36.7243,-116.1048,-0.5
36.252,-89.44833333,2.2
59.36316667,-153.4308333,-0.25
60.033,-153.0923333,-0.32
18.00466667,-66.75716667,2.8
60.0557,-153.0626,1.3
38.647,-84.7945,2.19
44.2605,-115.1633333,2.52
35.14533333,-97.773,0.94
65.1246,-149.469,0.6
59.3565,-153.6747,1.8
51.3252,179.9271,2
60.0305,-153.093,1.23
38.4658333,-112.7931667,0.13
52.3303,159.6127,4.6
58.1805,-155.31,-0.42
38.4646667,-112.7936667,0.36
61.2537,-147.4151,1.6
52.5385,-169.5055,2.1
34.1151667,-116.9228333,0.91
35.5918333,-117.3848333,1.36
37.0428333,-121.4731667,0.88
44.462,-110.2856667,1.58
19.15716743,-155.4593353,1.82000005
35.992,-120.5536667,0.99
-16.7066,67.2722,5
51.8007,-175.149,1.9
35.63766667,-97.97783333,1.53
52.32266667,-174.1635,0.3
-25.0699,178.4673,5.5
64.9629,-149.2866,0.8
64.9672,-149.2826,1.2
31.65176817,-104.2854443,3.2
32.703,-115.5355,1.86
-25.113,178.3611,5.5
64.7082,-149.2309,0.9
32.6938333,-115.5323333,1.51
60.4724,-143.2369,1.9
60.4736,-143.2319,1.3
18.0875,-67.08116667,1.69
38.4826667,-112.8443333,-0.49
60.6667,-141.5988,1.2
-25.2657,178.424,6.6
-25.1729,178.49,6
46.8845,-121.9238333,0.24
51.7353,-176.8371,3.1
34.1166667,-116.922,1.36
32.4105835,-102.0270817,1.8
58.33466667,-155.0811667,0.05
17.97916667,-66.84783333,2.3
17.95533333,-66.96683333,1.94
53.3323,-160.4244,3
53.4255,-166.9026,1.5
19.37616667,-155.2825,2.01
59.1782,-151.9532,1.5
57.4541,-151.5399,2
60.3351,-152.049,2.1
17.945,-66.962,2.23
60.04533333,-153.0833333,-0.93
34.1151667,-116.9193333,1.02
51.8505,-178.0856667,1.03
38.8483315,-122.777832,0.7
60.9591,-147.7549,1.5
57.02433333,-158.3288333,0.82
58.7442,-143.969,2.1
-18.7427,169.2113,4
18.80483333,-155.1963333,2.18
59.8541,-151.6967,1.2
38.4811667,-112.8456667,0.12
61.2822,-149.9515,1
61.2512,-147.0532,1.1
63.3574,-151.3602,1.5
58.2395,-155.0701667,-0.54
46.38816667,-123.0088333,0.77
64.9718,-147.3985,1.8
36.27833333,-89.48083333,1.6
36.27883333,-89.48066667,1.8
58.18733333,-155.2926667,-0.74
-59.9598,-27.9398,5.7
40.1813,-119.798,0.4
32.7071667,-115.5416667,1.08
46.897,-112.5371667,0.88
38.1554,-117.9699,2.2
51.7676,-175.22,2
38.8364983,-122.8063354,0.24
46.00083333,-111.0825,0.98
32.6956667,-115.5355,2.41
34.0148333,-117.5675,0.85
-17.3322,-70.3293,4.3
62.3523,-148.6456,0.9
52.5201,-169.7799,3
38.8186684,-122.8219986,0.81
38.8178333,-122.822,1.23
61.4943,-151.9694,1.4
33.247,-116.3628333,1.27
35.79383333,-96.96883333,1.79
57.1051,-157.9243,1.6
31.60956521,-104.2711296,2.2
60.2244,-151.9468,1.9
57.0799,-157.9594,2.3
65.7424,-155.1119,1.1
61.1638,-146.8593,1.4
60.1632,-151.4953,1.5
58.18283333,-155.3025,-0.43
43.663,-121.404,1.66
44.42216667,-115.2046667,2.15
35.7935,-96.96883333,1.85
44.4563333,-110.2603333,1.91
19.39566667,-155.2788333,2.06
19.3945,-155.2793333,1.67
61.6657,-150.2415,1.1
58.17683333,-155.2786667,-0.22
37.4948333,-118.7898333,0.55
33.0293333,-116.0031667,3.16
38.8166656,-122.7858353,0.72
38.7783333,-122.7145,0.53
58.387,-154.6555,-0.33
33.524,-116.5301667,0.57
35.9918,59.3364,4.9
51.85216667,-178.0771667,0.25
38.8235,-122.7945,0.42
31.65432745,-104.2798131,2.6
52.323,-174.1278333,-0.16
60.5368,-151.8369,1.2
57.003,-155.2004,2.1
19.24416733,-155.3764954,1.79999995
38.0461,-118.8093,1.1
56.282,-159.1906667,0.54
26.3864,128.1259,4.5
47.55733333,-113.7296667,0.15
51.85516667,-178.0835,0.49
